"word","syllables"
"matriarchal",4
"matriarchy",4
"matriculate",4
"matriculation",5
"matrimonial",5
"matrimony",4
"matrix",2
"matron",2
"matter",2
"matting",2
"mattock",2
"mattress",2
"maturate",3
"maturation",4
"mature",2
"matutinal",4
"matzo",2
"maudlin",2
"maul",1
"maunder",2
"mausoleum",4
"mauve",1
"maverick",3
"mavis",2
"maw",1
"mawkish",2
"maxilla",3
"maxim",2
"maximal",3
"maximum",3
"may",1
"maya",2
"mayapple",3
"maybe",2
"mayflower",3
"mayhem",2
"mayonnaise",3
"mayor",2
"maypole",2
"maze",1
"mazurka",3
"mazy",2
"mccoy",2
"me",1
"mead",1
"meadow",2
"meadowlark",3
"meadowy",3
"meagre",2
"meal",1
"mealtime",2
"mealymouthed",3
"mean",1
"meander",3
"meaning",2
"meant",1
"meantime",2
"measles",2
"measly",3
"measurable",4
"measure",2
"measurement",3
"meat",1
"mecca",2
"mechanic",3
"mechanism",4
"mechanistic",4
"mechanization",5
"mechanize",3
"medal",2
"medallion",3
"meddle",2
"meddler",2
"meddlesome",3
"mediaeval",4
"medial",3
"median",3
"mediate",3
"mediation",4
"mediator",4
"medic",2
"medicable",4
"medicament",4
"medicate",3
"medication",4
"medicinal",4
"medicine",3
"medico",3
"mediocre",4
"meditate",3
"meditation",4
"meditative",4
"medium",3
"medley",2
"medulla",3
"meed",1
"meek",1
"meerschaum",2
"meet",1
"meeting",2
"megacycle",4
"megalomania",6
"megalopolis",5
"megaphone",3
"melancholia",5
"melancholy",4
"melanesian",4
"meld",1
"melee",2
"meliorate",3
"melioration",4
"meliorative",4
"mellifluous",4
"mellow",2
"melodeon",4
"melodic",3
"melodious",4
"melodrama",4
"melodramatic",5
"melody",3
"melon",2
"melt",1
"member",2
"membrane",2
"memento",3
"memo",2
"memoir",2
"memorabilia",5
"memorable",4
"memorandum",4
"memorial",4
"memorize",3
"memory",3
"men",1
"menace",2
"menage",2
"menagerie",4
"mend",1
"mendacious",3
"mendicant",3
"menfolk",2
"menial",3
"meningitis",4
"menopause",3
"menses",2
"menstrual",3
"menstruate",3
"menstruation",4
"mensurable",4
"mensuration",4
"mental",2
"mentality",4
"menthol",2
"mention",2
"mentor",2
"menu",2
"meow",2
"mephitic",3
"mercantile",3
"mercenarily",5
"mercenariness",5
"mercenary",4
"mercer",2
"merchandise",3
"merchant",2
"mercurial",4
"mercury",3
"mercy",2
"mere",1
"meretricious",4
"merge",1
"merger",2
"meridian",4
"meringue",2
"merino",3
"merit",2
"meritorious",5
"mermaid",2
"merriment",3
"merry",2
"mesa",2
"mesdames",2
"mesdemoiselles",4
"mesh",1
"mesmeric",3
"mesmerism",4
"mesmerize",3
"mesquite",2
"mess",1
"message",2
"messeigneurs",3
"messenger",3
"messiah",3
"messianic",4
"messmate",2
"mestizo",3
"met",1
"metabolic",4
"metabolism",5
"metabolize",4
"metal",2
"metallic",3
"metalliferous",5
"metalloid",3
"metallurgical",5
"metallurgist",4
"metallurgy",4
"metalware",3
"metamorphosis",5
"metaphor",3
"metaphorical",5
"metaphysics",4
"metastasis",4
"metastatic",4
"mete",1
"metempsychosis",5
"meteor",3
"meteoric",4
"meteorite",4
"meteorology",6
"meter",2
"methane",2
"method",2
"methodical",4
"methodist",3
"methodology",5
"meticulous",4
"metier",2
"metre",2
"metric",2
"metro",2
"metronome",3
"metropolis",4
"metropolitan",5
"mettle",2
"mew",1
"mews",1
"mexican",3
"mezzanine",3
"miasma",3
"mica",2
"mice",1
"microbe",2
"microbial",4
"microcopy",4
"microcosm",4
"micrometer",4
"micron",2
"microorganism",6
"microphone",3
"microscopic",4
"microscopy",4
"mid",1
"midday",2
"midden",2
"middle",2
"middleman",3
"middleweight",3
"middling",2
"middy",2
"midge",1
"midget",2
"midland",2
"midst",1
"midstream",2
"midsummer",3
"midweek",2
"mien",1
"miff",1
"might",1
"mighty",2
"mignonette",3
"migraine",2
"migrant",2
"migration",3
"migratory",4
"mikado",3
"mike",1
"mil",1
"milch",1
"mild",1
"mildew",2
"mile",1
"mileage",2
"milepost",2
"milieu",2
"militant",3
"militarily",5
"militarism",5
"militaristic",5
"militarize",4
"military",4
"militate",3
"militia",3
"milk",1
"milkmaid",2
"milksop",2
"mill",1
"milldam",2
"millennium",4
"millet",2
"milliard",3
"millieme",2
"milligram",3
"millimeter",4
"milliner",3
"milling",2
"million",2
"millionaire",3
"millpond",2
"millrace",2
"mime",1
"mimeograph",4
"mimetic",3
"mimic",2
"mimosa",3
"minaret",3
"minatory",4
"mince",1
"mincemeat",2
"mind",1
"mine",1
"minelayer",3
"miner",2
"mineral",3
"mineralogy",5
"minestrone",4
"minesweeper",3
"mingle",2
"miniature",4
"minimal",3
"minimize",3
"minimum",3
"minion",2
"miniscule",3
"minister",3
"ministerial",5
"ministrant",3
"ministration",4
"ministry",3
"mink",1
"minnesinger",4
"minnow",2
"minor",2
"minority",4
"minster",2
"minstrel",2
"mint",1
"minuend",3
"minuet",3
"minus",2
"minuscule",3
"minute",2
"minuteman",3
"minutia",4
"minx",1
"miracle",3
"miraculous",4
"mirage",2
"mire",1
"mirror",2
"mirth",1
"misadventure",4
"misanthrope",3
"misanthropic",4
"misanthropy",4
"misapplication",5
"misapply",3
"misapprehend",4
"misappropriate",5
"misbegotten",4
"misbehave",3
"misbeliever",4
"miscalculate",4
"miscalculation",5
"miscall",2
"miscarry",3
"miscegenation",5
"miscellaneous",5
"miscellany",4
"mischance",2
"mischief",2
"mischievous",3
"miscible",3
"misconceive",3
"misconduct",3
"misconstrue",3
"miscount",2
"miscreant",3
"miscue",2
"misdemeanor",4
"misdirect",3
"misdoing",3
"miser",2
"miserable",4
"misery",3
"misfeasance",3
"misfile",2
"misfortune",3
"misguidance",3
"mishap",2
"mishmash",2
"misinform",3
"misinformation",5
"misinterpret",4
"misjudge",2
"mislay",2
"mislike",2
"misnomer",3
"misogynist",4
"misprint",2
"mispronounce",3
"misquotation",4
"misquote",2
"misrepresent",4
"misrule",2
"miss",1
"missal",2
"missend",2
"misshape",2
"missile",2
"missing",2
"mission",2
"missive",2
"misspell",2
"mist",1
"mistakable",4
"mistake",2
"mister",2
"mistletoe",3
"mistral",2
"mistreat",2
"mistress",2
"mistrial",3
"misty",2
"misunderstand",4
"misuse",2
"mite",1
"mitigate",3
"mitigation",4
"mitigative",4
"mitre",2
"mitt",1
"mitten",2
"mix",1
"mixture",2
"mizen",2
"mnemonic",3
"moan",1
"moat",1
"mob",1
"mobile",2
"mobilization",5
"mobilize",3
"mobilizer",4
"mobster",2
"moccasin",3
"mock",1
"modal",2
"mode",1
"model",2
"moderate",3
"moderation",4
"moderator",4
"modern",2
"modernism",4
"modernity",4
"modernization",5
"modernizer",4
"modernly",3
"modest",2
"modicum",3
"modification",5
"modifier",4
"modify",3
"modish",2
"modiste",2
"modular",3
"modulate",3
"modulation",4
"modulator",4
"module",2
"mogul",2
"mohair",2
"moiety",3
"moil",1
"moire",2
"moist",1
"moisten",2
"moisture",2
"molar",2
"molasses",3
"mold",1
"moldboard",2
"molder",2
"molding",2
"mole",1
"molecular",4
"molecule",3
"molehill",2
"molest",2
"molestation",4
"molester",3
"moll",1
"mollification",5
"mollify",3
"mollusc",2
"mollycoddle",4
"molt",1
"molten",2
"moly",2
"molybdenum",4
"moment",2
"momentarily",5
"momentariness",5
"momentary",4
"momentous",3
"momentum",3
"monarch",2
"monarchical",4
"monarchist",3
"monarchy",3
"monasterial",5
"monastery",4
"monastic",3
"monasticism",5
"monaural",3
"monday",2
"monetary",4
"money",2
"moneymaker",4
"monger",2
"mongol",2
"mongolian",3
"mongrel",2
"monism",3
"monition",3
"monitor",3
"monitory",4
"monk",1
"monkey",2
"monkeyshine",3
"monkshood",2
"monocle",3
"monodic",3
"monodist",3
"monody",3
"monogamy",4
"monogram",3
"monolingual",4
"monolith",3
"monolithic",4
"monologist",4
"monologue",3
"monomania",5
"monophonic",4
"monopolistic",5
"monopolize",4
"monopoly",4
"monorail",3
"monosyllabic",5
"monosyllable",5
"monotheism",5
"monotone",3
"monotonous",4
"monoxide",3
"monsieur",2
"monsignor",3
"monsignori",4
"monsoon",2
"monster",2
"monstrance",2
"monstrosity",4
"monstrous",2
"montage",2
"month",1
"monument",3
"monumental",4
"moo",1
"mood",1
"moody",2
"moon",1
"moor",1
"mooring",2
"moorland",2
"moose",1
"moot",1
"mop",1
"mope",1
"moppet",2
"moraine",2
"moral",2
"morale",2
"moralist",3
"moralistic",4
"morality",4
"moralization",5
"moralize",3
"moralizer",4
"morass",2
"moratorium",5
"morbid",2
"morbidity",4
"morbidly",3
"mordant",2
"more",1
"moreover",3
"mores",2
"morgue",1
"moribund",3
"moribundity",5
"mormon",2
"morn",1
"morning",2
"moroccan",3
"morocco",3
"moron",2
"moronic",3
"morose",2
"morpheme",2
"morphemic",3
"morphia",3
"morphine",2
"morphological",5
"morphologist",4
"morphology",4
"morris",2
"morrow",2
"morsel",2
"mortal",2
"mortality",4
"mortally",3
"mortar",2
"mortgage",2
"mortgagee",3
"mortgagor",3
"mortice",2
"mortician",3
"mortification",5
"mortify",3
"mortuary",4
"mosaic",3
"mosey",2
"moslem",2
"mosque",1
"mosquito",3
"moss",1
"most",1
"mot",1
"mote",1
"motel",2
"motet",2
"moth",1
"mother",2
"motherland",3
"motif",2
"motile",2
"motility",4
"motion",2
"motivate",3
"motivation",4
"motive",2
"motley",2
"motor",2
"motorization",5
"motorman",3
"mottle",2
"motto",2
"moue",1
"mound",1
"mount",1
"mountain",2
"mountaineer",3
"mountainside",3
"mountebank",3
"mounting",2
"mourn",1
"mourning",2
"mouse",1
"mouser",2
"mousey",2
"mousse",1
"moustache",2
"mouth",1
"mouthpart",2
"mouthpiece",2
"move",1
"mover",2
"movie",2
"mow",1
"much",1
"mucilage",3
"mucilaginous",5
"muck",1
"mucus",2
"mud",1
"muddle",2
"muddleheaded",4
"mudguard",2
"mudslinger",3
"muezzin",3
"muff",1
"muffin",2
"muffle",2
"muffler",2
"mufti",2
"mug",1
"muggy",2
"mugwump",2
"muhammadan",4
"mukluk",2
"mulatto",3
"mulberry",3
"mulch",1
"mulct",1
"mule",1
"muleteer",3
"mulish",2
"mull",1
"mullein",2
"mullet",2
"mulligan",3
"mulligatawny",5
"mullion",2
"multicolored",4
"multifarious",5
"multiform",3
"multiformity",5
"multimillionaire",5
"multiple",3
"multiplication",5
"multiply",3
"multitudinous",5
"mum",1
"mumble",2
"mummer",2
"mummification",5
"mummify",3
"mummy",2
"mumps",1
"munch",1
"mundane",2
"municipal",4
"municipality",6
"munificent",4
"munition",3
"mural",2
"murder",2
"murk",1
"murmur",2
"murrain",2
"muscatel",3
"muscle",2
"muscular",3
"muscularity",5
"musculature",4
"muse",1
"musette",2
"museum",3
"mush",1
"music",2
"musical",3
"musician",3
"musicology",5
"musk",1
"muskellunge",3
"musket",2
"musketeer",3
"musketry",3
"muskmelon",3
"muskrat",2
"muslim",2
"muslin",2
"muss",1
"mussel",2
"mussulman",3
"must",1
"mustang",2
"mustard",2
"muster",2
"musty",2
"mutability",5
"mutable",3
"mutableness",4
"mutate",2
"mutation",3
"mutative",3
"mute",1
"mutilate",3
"mutilation",4
"mutilator",4
"mutineer",3
"mutinous",3
"mutiny",3
"mutt",1
"mutter",2
"mutton",2
"mutual",3
"muumuu",2
"muzzle",2
"my",1
"mycological",5
"mycologist",4
"mycology",4
"mynah",2
"myopia",4
"myriad",3
"myrmidon",3
"myrrh",1
"myrtle",2
"myself",2
"mysterious",4
"mystery",3
"mystic",2
"mystical",3
"mysticism",4
"mystification",5
"mystify",3
"mystique",2
"myth",1
"mythological",5
"mythologist",4
"mythology",4
"nab",1
"nabob",2
"nacelle",2
"nacre",2
"nadir",2
"nag",1
"naiad",2
"naif",2
"nail",1
"nainsook",2
"naive",2
"naivete",4
"naivety",4
"naked",2
"name",1
"nameless",2
"nankin",2
"nap",1
"napalm",2
"nape",1
"napery",3
"naphtha",2
"napkin",2
"napoleon",3
"napoleonic",5
"narcissism",4
"narcissus",3
"narcosis",3
"narcotic",3
"narcotize",3
"nard",1
"nares",2
"naris",2
"narrate",2
"narration",3
"narrative",3
"narrator",3
"narrow",2
"narthex",2
"narwhal",2
"nasal",2
"nascent",2
"nasopharynx",4
"nasturtium",3
"nasty",2
"natal",2
"natality",4
"natatorial",5
"natatorium",5
"natatory",4
"nation",2
"national",3
"nationalism",5
"nationalistic",5
"nationality",5
"nationalization",6
"nationalize",4
"nationwide",3
"native",2
"nativity",4
"natty",2
"natural",3
"naturalist",4
"naturalistic",5
"naturalization",6
"naturally",4
"nature",2
"naught",1
"nausea",3
"nauseate",3
"nautch",1
"nautical",3
"nautilus",3
"navajo",3
"naval",2
"nave",1
"navel",2
"navigability",6
"navigable",4
"navigate",3
"navigation",4
"navigator",4
"navy",2
"nay",1
"nazi",2
"nazism",3
"neanderthal",4
"neap",1
"near",1
"nearby",2
"nearsighted",3
"neat",1
"neath",1
"neatherd",2
"neb",1
"nebula",3
"nebulosity",5
"nebulous",3
"necessarily",5
"necessary",4
"necessitate",4
"necessitous",4
"necessity",4
"neck",1
"neckband",2
"neckerchief",3
"necklace",2
"necrology",4
"necromancy",4
"necropolis",4
"necrosis",3
"nectar",2
"nectarine",3
"nee",1
"need",1
"needle",2
"needless",2
"needlewoman",4
"needs",1
"needy",2
"nefarious",4
"negate",2
"negation",3
"negative",3
"neglect",2
"neglige",3
"negligent",3
"negligible",4
"negotiant",4
"negotiate",4
"negotiation",5
"negro",2
"negus",2
"neigh",1
"neighbor",2
"neighboring",3
"neither",2
"nelson",2
"nemesis",3
"neoclassic",4
"neodymium",5
"neologism",5
"neon",2
"neonatal",4
"neonate",3
"neophyte",3
"neoplasm",4
"neoplastic",4
"neoteny",4
"nepenthe",3
"nephew",2
"nephritis",3
"nepotism",4
"neptune",2
"neptunian",4
"neptunium",4
"nereid",3
"nerve",1
"nervous",2
"nest",1
"nestle",2
"nestling",2
"net",1
"nether",2
"netting",2
"nettle",2
"network",2
"neural",2
"neuralgia",3
"neurasthenia",5
"neuritis",3
"neurological",5
"neurologist",4
"neurology",4
"neuron",2
"neurosis",3
"neurotic",3
"neuter",2
"neutral",2
"neutrality",4
"neutralization",5
"neutralize",3
"neutrino",3
"neutron",2
"never",2
"nevermore",3
"nevertheless",4
"nevus",2
"new",1
"newel",2
"newfangled",3
"newfound",2
"newly",2
"newness",2
"news",1
"newsprint",2
"newsy",2
"newt",1
"next",1
"nexus",2
"niacin",3
"nib",1
"nibble",2
"nice",1
"nicety",3
"niche",1
"nick",1
"nickel",2
"nickelodeon",5
"nicker",2
"nickname",2
"nicotine",3
"niece",1
"nifty",2
"nigerian",4
"niggard",2
"niggling",3
"nigh",1
"night",1
"nightcap",2
"nightingale",3
"nightly",2
"nighttime",2
"nil",1
"nimble",2
"nimbus",2
"nimrod",2
"nincompoop",3
"nine",1
"ninepins",2
"nineteen",2
"ninety",2
"ninny",2
"ninth",1
"niobium",4
"nip",1
"nipper",2
"nipple",2
"nippy",2
"nirvana",3
"nisei",2
"nit",1
"niter",2
"nitrate",2
"nitric",2
"nitrogen",3
"nitrogenous",4
"nitroglycerine",5
"nitrous",2
"nitwit",2
"nix",1
"no",1
"nobelium",4
"nobility",4
"noble",2
"nobleman",3
"nobody",3
"nocturnal",3
"nocturne",2
"nocuous",3
"nod",1
"noddle",2
"noddy",2
"node",1
"nodular",3
"nodule",2
"nodulose",3
"noel",2
"noggin",2
"noise",1
"noisome",2
"noisy",2
"nomad",2
"nomadic",3
"nomenclature",4
"nominal",3
"nominate",3
"nomination",4
"nominative",4
"nominee",3
"nonage",2
"nonagenarian",6
"nonce",1
"nonchalant",3
"noncombatant",4
"noncommittal",4
"nonconductor",4
"nonconformist",4
"noncontributory",6
"noncooperation",6
"nondescript",3
"none",1
"nonentity",4
"nones",1
"nonesuch",2
"nonetheless",3
"nonintervention",5
"nonmetal",3
"nonmetallic",4
"nonpareil",3
"nonpartisan",4
"nonplus",2
"nonprofit",3
"nonresident",4
"nonresistance",4
"nonrestrictive",4
"nonscheduled",3
"nonsense",2
"nonsensical",4
"nonskid",2
"nonstop",2
"nonsupport",3
"nonunion",3
"noodle",2
"nook",1
"noon",1
"noontide",2
"noose",1
"nor",1
"nordic",2
"norm",1
"normal",2
"normality",4
"normalize",3
"normally",3
"norse",1
"north",1
"northeast",2
"norther",2
"northerly",3
"northward",2
"northwest",2
"norwegian",3
"nose",1
"nosegay",2
"nostalgia",3
"nostril",2
"nostrum",2
"nosy",2
"not",1
"notability",5
"notable",3
"notarial",4
"notarize",3
"notation",3
"notch",1
"note",1
"noted",2
"noteworthy",3
"nothing",2
"notice",2
"notification",5
"notify",3
"notion",2
"notional",3
"notoriety",5
"notorious",4
"notoriously",5
"notwithstanding",4
"nougat",2
"noun",1
"nourish",2
"nova",2
"novel",2
"novelette",3
"novelization",5
"novelize",3
"novelty",3
"november",3
"novena",3
"novice",2
"novitiate",3
"now",1
"nowadays",3
"noway",2
"nowise",2
"noxious",2
"nozzle",2
"nuance",2
"nub",1
"nubbin",2
"nubble",2
"nubile",2
"nuclear",3
"nucleus",3
"nude",1
"nudge",1
"nudism",3
"nudist",2
"nudity",3
"nugatory",4
"nugget",2
"nuisance",2
"null",1
"nullification",5
"nullify",3
"nullity",3
"numb",1
"number",2
"numbly",2
"numerable",4
"numeral",3
"numerate",3
"numerical",4
"numerology",5
"numerous",3
"numismatics",4
"numismatist",4
"numskull",2
"nun",1
"nuncio",3
"nuptial",2
"nurse",1
"nursery",3
"nursling",2
"nurture",2
"nut",1
"nuthatch",2
"nutria",3
"nutrient",3
"nutrition",3
"nutritive",3
"nuts",1
"nutshell",2
"nutty",2
"nuzzle",2
"nylon",2
"nymph",1
"o",1
"oaf",1
"oafish",2
"oak",1
"oaken",2
"oakum",2
"oar",1
"oarsman",2
"oasis",3
"oat",1
"oath",1
"oatmeal",2
"obbligato",4
"obdurate",3
"obedient",4
"obeisance",3
"obelisk",3
"obese",2
"obey",2
"obfuscate",3
"obfuscation",4
"obi",2
"obit",2
"obituary",5
"object",2
"objectify",4
"objective",3
"objectivity",5
"objurgate",3
"objurgation",4
"oblate",2
"oblation",3
"obligate",3
"obligation",4
"obligatory",5
"oblige",2
"oblique",2
"obliterate",4
"oblivion",4
"oblong",2
"obloquy",3
"obnoxious",3
"oboe",2
"obscene",2
"obscurantism",5
"obscure",2
"obsequious",4
"obsequy",3
"observable",4
"observation",4
"observatory",5
"observe",2
"obsess",2
"obsession",3
"obsidian",4
"obsolescent",4
"obsolete",3
"obstacle",3
"obstetrician",4
"obstetrics",3
"obstinate",3
"obstreperous",4
"obstruct",2
"obtain",2
"obtrude",2
"obtuse",2
"obverse",2
"obviate",3
"obviation",4
"obvious",3
"ocarina",4
"occasion",3
"occasional",3
"occidental",4
"occlude",2
"occult",2
"occupancy",4
"occupation",4
"occupy",3
"occur",2
"occurrence",3
"ocean",2
"oceangoing",4
"oceanic",4
"ocelot",3
"ochre",2
"octagon",3
"octagonal",4
"octave",2
"octavo",3
"octet",2
"october",3
"octogenarian",6
"octopus",3
"octoroon",3
"octosyllabic",5
"ocular",3
"odd",1
"oddity",3
"odds",1
"ode",1
"odious",3
"odometer",4
"odor",2
"odorous",3
"odyssey",3
"of",1
"off",1
"offal",2
"offbeat",2
"offend",2
"offense",2
"offensive",3
"offer",2
"offering",3
"offertory",4
"offhand",2
"office",2
"officer",3
"official",3
"officiant",4
"officiate",4
"officious",3
"offing",2
"offish",2
"offset",2
"offshoot",2
"oft",1
"often",2
"ogle",2
"ogre",2
"ohm",1
"ohmic",2
"oil",1
"ointment",2
"okay",2
"okra",2
"old",1
"olden",2
"oldster",2
"oleaginous",5
"oleander",4
"oleo",3
"oleomargarine",6
"olfactory",4
"oligarchic",4
"oligarchy",4
"olio",3
"olive",2
"omelette",3
"omen",2
"ominous",3
"omit",2
"omnibus",3
"omnipotent",4
"omnipresent",4
"omniscient",3
"omnivorous",4
"on",1
"once",1
"oncoming",3
"one",1
"oneness",2
"onerous",3
"oneself",2
"ongoing",3
"onion",2
"onlooker",3
"only",2
"onrush",2
"onslaught",2
"onto",2
"onus",2
"onward",2
"onyx",2
"oodles",2
"ooze",1
"oozy",2
"opal",2
"opalescent",4
"opaque",2
"ope",1
"open",2
"opener",3
"openhanded",4
"opening",3
"openwork",3
"opera",3
"operable",4
"operate",3
"operatic",4
"operation",4
"operative",4
"operetta",4
"ophthalmic",3
"ophthalmology",5
"opiate",3
"opine",2
"opinion",3
"opium",3
"opossum",3
"opponent",3
"opportune",3
"oppose",2
"opposite",3
"opposition",4
"oppress",2
"oppression",3
"opprobrious",4
"opt",1
"optic",2
"optical",3
"optician",3
"optics",2
"optimal",3
"optimism",4
"optimistic",4
"optimum",3
"option",2
"optometry",4
"opulent",3
"opus",2
"or",1
"oracle",3
"oracular",4
"oral",2
"orange",2
"orangeade",3
"orangery",3
"orangutan",4
"orate",2
"oration",3
"orator",3
"oratorical",5
"oratorio",5
"oratory",4
"orb",1
"orbicular",4
"orbit",2
"orchard",2
"orchestra",3
"orchestral",3
"orchestrate",3
"orchestration",4
"orchid",2
"ordain",2
"ordeal",3
"order",2
"orderly",3
"ordinal",3
"ordinance",3
"ordinarily",5
"ordinary",4
"ordination",4
"ordnance",2
"ordure",2
"ore",2
"organ",2
"organdie",3
"organic",3
"organism",4
"organist",3
"organization",5
"organize",3
"organza",3
"orgasm",3
"orgiastic",4
"orgulous",3
"orgy",2
"oriel",3
"orient",3
"oriental",4
"orientation",5
"orifice",3
"oriflamme",3
"origami",4
"origin",3
"original",4
"originate",4
"oriole",3
"orison",3
"ormolu",3
"ornament",3
"ornamental",4
"ornamentation",5
"ornate",2
"ornery",3
"ornithology",5
"orotund",3
"orphan",2
"orphanage",3
"orris",2
"orthodontia",5
"orthodox",3
"orthoepy",4
"orthographic",4
"orthography",4
"orthopedics",4
"ortolan",3
"oscillate",3
"oscillation",4
"oscillator",4
"oscillatory",5
"oscilloscope",4
"osculate",3
"osculation",4
"osier",2
"osmium",3
"osmosis",3
"osprey",2
"ossification",5
"ossify",3
"ossuary",4
"ostensible",4
"ostentation",4
"osteopath",4
"osteopathic",5
"osteopathy",5
"ostracize",3
"ostrich",2
"other",2
"otiose",3
"otter",2
"ottoman",3
"oubliette",3
"ought",1
"ounce",1
"our",1
"ours",1
"ourselves",2
"oust",1
"ouster",2
"out",1
"outbalance",3
"outboard",2
"outbound",2
"outbreak",2
"outbuilding",3
"outburst",2
"outcast",2
"outclass",2
"outcome",2
"outcrop",2
"outcry",2
"outdated",3
"outdoor",2
"outdoors",2
"outer",2
"outface",2
"outfield",2
"outfight",2
"outfit",2
"outflank",2
"outflow",2
"outfox",2
"outgeneral",4
"outgo",2
"outgoing",3
"outgrow",2
"outgrowth",2
"outguess",2
"outhouse",2
"outing",2
"outlandish",3
"outlaw",2
"outlay",2
"outlive",2
"outlook",2
"outmaneuver",4
"outmoded",3
"outpatient",3
"outplay",2
"outpoint",2
"outpost",2
"outrage",2
"outrageous",3
"outrank",2
"outre",2
"outreach",2
"outrider",3
"outright",2
"outrun",2
"outset",2
"outshine",2
"outside",2
"outsider",3
"outsize",2
"outsmart",2
"outspread",2
"outstanding",3
"outstay",2
"outward",2
"outwear",2
"outwork",2
"outworn",2
"oval",2
"ovarian",4
"ovary",3
"ovation",3
"oven",2
"over",2
"overact",3
"overage",3
"overall",3
"overalls",3
"overarm",3
"overawe",3
"overboard",3
"overburden",4
"overcast",3
"overcharge",3
"overcloud",3
"overcoat",3
"overcome",3
"overdraft",3
"overexpose",4
"overflow",3
"overgrow",3
"overhand",3
"overhang",3
"overhaul",3
"overhead",3
"overhear",3
"overjoy",3
"overkill",3
"overland",3
"overlap",3
"overlay",3
"overleap",3
"overlook",3
"overlord",3
"overly",3
"overmaster",4
"overpass",3
"overplay",3
"overreach",3
"overseas",3
"overseer",3
"overshadow",4
"overshoe",3
"overshoot",3
"oversight",3
"oversize",3
"overt",2
"overtake",3
"overthrow",3
"overtime",3
"overtone",3
"overtop",3
"overtrick",3
"overture",3
"overturn",3
"overwrought",3
"oviparous",4
"ovoid",2
"ovule",2
"ovum",2
"owe",1
"owl",1
"owlet",2
"owlish",2
"own",1
"ownership",3
"ox",1
"oxblood",2
"oxen",2
"oxford",2
"oxidation",4
"oxide",2
"oxidize",3
"oxyacetylene",6
"oxygen",3
"oyster",2
"ozone",2
"pa",1
"pabulum",3
"pace",1
"pacemaker",3
"pacer",2
"pachyderm",3
"pachysandra",4
"pacific",3
"pacification",5
"pacifier",4
"pacify",3
"pack",1
"package",2
"packer",2
"packet",2
"packsaddle",3
"pact",1
"pad",1
"padding",2
"paddle",2
"paddock",2
"paddy",2
"padlock",2
"padre",2
"paean",2
"pagan",2
"page",1
"pageant",2
"pageboy",2
"pagination",4
"pagoda",3
"paid",1
"pail",1
"pain",1
"painstaking",3
"paint",1
"pair",1
"paisley",2
"pajamas",3
"pakistani",4
"pal",1
"palace",2
"paladin",3
"palaestra",3
"palanquin",3
"palatable",4
"palate",2
"palatial",3
"palatinate",4
"palatine",3
"palaver",3
"pale",1
"paleface",2
"paleography",5
"paleontology",6
"palette",2
"palfrey",2
"palimpsest",3
"palindrome",3
"paling",2
"palinode",3
"palisade",3
"pall",1
"palladium",4
"pallbearer",3
"pallet",2
"palliate",3
"palliation",4
"palliative",4
"pallid",2
"pallor",2
"palm",1
"palmate",2
"palmer",2
"palmetto",3
"palmistry",3
"palmy",2
"palomino",4
"palpable",3
"palpate",2
"palpation",3
"palpitate",3
"palpitation",4
"palsy",2
"palter",2
"pampa",2
"pamper",2
"pamphlet",2
"pamphleteer",3
"pan",1
"panacea",4
"panache",2
"panama",3
"panatela",4
"pancake",2
"panchromatic",4
"pancreas",3
"pancreatic",4
"panda",2
"pandemic",3
"pandemonium",5
"pander",2
"pandowdy",3
"pane",1
"panegyric",4
"panel",2
"panelist",3
"pang",1
"panhandle",3
"panic",2
"panicle",3
"panjandrum",3
"pannier",2
"pannikin",3
"panoply",3
"panorama",4
"pansy",2
"pant",1
"pantaloons",3
"pantheism",4
"pantheistic",4
"pantheon",3
"panther",2
"pantomime",3
"pantomimic",4
"pantry",2
"pants",1
"panty",2
"pap",1
"papa",2
"papacy",3
"papal",2
"papaw",2
"papaya",3
"paper",2
"paperback",3
"papery",3
"papilla",3
"papillary",4
"papillote",3
"papist",2
"papoose",2
"paprika",3
"papyrus",3
"par",1
"para",2
"parable",3
"parabola",4
"parabolic",4
"parachute",3
"parade",2
"paradigm",3
"paradise",3
"paradisiacal",6
"paradox",3
"paradoxical",5
"paraffin",3
"paragon",3
"paragraph",3
"parallax",3
"parallel",3
"parallelogram",5
"paralysis",4
"paralytic",4
"paralyze",3
"parameter",4
"paramount",3
"paramour",3
"paranoia",4
"paranoid",3
"parapet",3
"paraphernalia",5
"paraphrase",3
"paraplegia",5
"parasite",3
"parasitic",4
"parasitism",5
"parasol",3
"parathion",4
"paratrooper",4
"paratyphoid",4
"parboil",2
"parcel",2
"parch",1
"parchment",2
"pard",1
"pardon",2
"pardonable",4
"pardoner",3
"pare",1
"paregoric",4
"parent",2
"parental",3
"parenthesis",4
"parenthetic",4
"parenthood",3
"paresis",3
"parfait",2
"pariah",3
"parietal",4
"paring",2
"parish",2
"parishioner",4
"parity",3
"park",1
"parka",2
"parkway",2
"parlance",2
"parlay",2
"parley",2
"parliament",3
"parliamentarian",6
"parliamentary",5
"parlor",2
"parlous",2
"parmesan",3
"parochial",4
"parody",3
"parole",2
"paroxysm",4
"paroxysmal",4
"parquet",2
"parquetry",3
"parrakeet",3
"parricide",3
"parrot",2
"parry",2
"parse",1
"parsimonious",5
"parsimony",4
"parsley",2
"parsnip",2
"parson",2
"parsonage",3
